Repo,Metric,Value,
ci-tmp-libuv-node,* Trees,,
ci-tmp-libuv-node,* Maximum entries      [3],3.60 k,***
ci-tmp-libuv-node,* Blobs,,
ci-tmp-libuv-node,* Maximum size         [4],10.6 MiB,*
ci-tmp-libuv-node,,,
ci-tmp-libuv-node,History structure,,
ci-tmp-libuv-node,* Maximum history depth,41.0 k,
ci-tmp-libuv-node,* Maximum tag depth,0,
ci-tmp-libuv-node,,,
ci-tmp-libuv-node,Biggest checkouts,,
ci-tmp-libuv-node,* Number of directories  [5],4.07 k,**
ci-tmp-libuv-node,* Maximum path depth     [6],30,***
ci-tmp-libuv-node,* Maximum path length    [6],240 B,**
ci-tmp-libuv-node,* Number of files        [5],44.5 k,
ci-tmp-libuv-node,* Total size of files    [5],545 MiB,
ci-tmp-libuv-node,* Number of symlinks     [7],114,
ci-tmp-libuv-node,* Number of submodules   [8],3,
envoy,Name,Value,Level of concern
envoy,----------------------------,---------,------------------------------
envoy,Overall repository size,,
envoy,* Commits,,
envoy,* Count,21.5 k,
envoy,* Total size,15.2 MiB,
envoy,* Trees,,
envoy,* Count,207 k,
envoy,* Total size,166 MiB,
envoy,* Total tree entries,4.33 M,
envoy,* Blobs,,
envoy,* Count,144 k,
envoy,* Total size,2.95 GiB,
envoy,* Annotated tags,,
envoy,* Count,56,
envoy,* References,,
envoy,* Count,129,
envoy,* Branches,1,
envoy,* Tags,69,
envoy,* Remote-tracking refs,59,
envoy,,,
envoy,Biggest objects,,
envoy,* Commits,,
envoy,* Maximum size         [1],49.4 KiB,*
envoy,* Maximum parents      [2],2,
envoy,* Trees,,
envoy,* Maximum entries      [3],173,
envoy,* Blobs,,
envoy,* Maximum size         [4],60.9 MiB,******
envoy,,,
envoy,History structure,,
envoy,* Maximum history depth,18.1 k,
envoy,* Maximum tag depth      [5],1,
envoy,,,
envoy,Biggest checkouts,,
envoy,* Number of directories  [6],2.42 k,*
envoy,* Maximum path depth     [7],11,*
envoy,* Maximum path length    [7],154 B,*
envoy,* Number of files        [8],10.4 k,
envoy,* Total size of files    [9],119 MiB,
envoy,* Number of symlinks    [10],10,
envoy,* Number of submodules  [11],1,
webdriverio,Name,Value,Level of concern
webdriverio,----------------------------,---------,------------------------------
webdriverio,Overall repository size,,
webdriverio,* Commits,,
webdriverio,* Count,20.1 k,
webdriverio,* Total size,13.0 MiB,
webdriverio,* Trees,,
webdriverio,* Count,93.6 k,
webdriverio,* Total size,63.0 MiB,
webdriverio,* Total tree entries,1.65 M,
webdriverio,* Blobs,,
webdriverio,* Count,55.2 k,
webdriverio,* Total size,3.90 GiB,
webdriverio,* Annotated tags,,
webdriverio,* Count,849,
webdriverio,* References,,
webdriverio,* Count,920,
webdriverio,* Branches,1,
webdriverio,* Tags,889,
webdriverio,* Remote-tracking refs,30,
webdriverio,,,
webdriverio,Biggest objects,,
webdriverio,* Commits,,
webdriverio,* Maximum size         [1],13.0 KiB,
webdriverio,* Maximum parents      [2],2,
webdriverio,* Trees,,
webdriverio,* Maximum entries      [3],126,
webdriverio,* Blobs,,
webdriverio,* Maximum size         [4],32.7 MiB,***
webdriverio,,,
webdriverio,History structure,,
webdriverio,* Maximum history depth,9.89 k,
webdriverio,* Maximum tag depth      [5],1,
webdriverio,,,
webdriverio,Biggest checkouts,,
webdriverio,* Number of directories  [6],678,
webdriverio,* Maximum path depth     [7],10,*
webdriverio,* Maximum path length    [6],164 B,*
webdriverio,* Number of files        [6],4.05 k,
webdriverio,* Total size of files    [6],155 MiB,
webdriverio,* Number of symlinks     [8],2,
webdriverio,* Number of submodules,0,
documentation,Name,Value,Level of concern
documentation,----------------------------,---------,------------------------------
documentation,Overall repository size,,
documentation,* Commits,,
documentation,* Count,1.33 k,
documentation,* Total size,731 KiB,
documentation,* Trees,,
documentation,* Count,6.73 k,
documentation,* Total size,1.94 MiB,
documentation,* Total tree entries,51.9 k,
documentation,* Blobs,,
documentation,* Count,2.91 k,
documentation,* Total size,153 MiB,
documentation,* Annotated tags,,
documentation,* Count,0,
documentation,* References,,
documentation,* Count,41,
documentation,* Branches,1,
documentation,* Tags,14,
documentation,* Remote-tracking refs,26,
documentation,,,
documentation,Biggest objects,,
documentation,* Commits,,
documentation,* Maximum size         [1],5.21 KiB,
documentation,* Maximum parents      [2],2,
documentation,* Trees,,
documentation,* Maximum entries      [3],64,
documentation,* Blobs,,
documentation,* Maximum size         [4],5.41 MiB,
documentation,,,
documentation,History structure,,
documentation,* Maximum history depth,1.15 k,
documentation,* Maximum tag depth,0,
documentation,,,
documentation,Biggest checkouts,,
documentation,* Number of directories  [5],164,
documentation,* Maximum path depth     [6],8,
documentation,* Maximum path length    [7],137 B,*
documentation,* Number of files        [8],458,
documentation,* Total size of files    [8],74.9 MiB,
documentation,* Number of symlinks     [9],1,
documentation,* Number of submodules,0,
dapr,Name,Value,Level of concern
dapr,----------------------------,---------,------------------------------
dapr,Overall repository size,,
dapr,* Commits,,
dapr,* Count,6.17 k,
dapr,* Total size,5.27 MiB,
dapr,* Trees,,
dapr,* Count,35.9 k,
dapr,* Total size,16.7 MiB,
dapr,* Total tree entries,465 k,
dapr,* Blobs,,
dapr,* Count,32.3 k,
dapr,* Total size,771 MiB,
dapr,* Annotated tags,,
dapr,* Count,37,
dapr,* References,,
dapr,* Count,327,
dapr,* Branches,1,
dapr,* Tags,289,
dapr,* Remote-tracking refs,37,
dapr,,,
dapr,Biggest objects,,
dapr,* Commits,,
dapr,* Maximum size         [1],36.8 KiB,
dapr,* Maximum parents      [2],2,
dapr,* Trees,,
dapr,* Maximum entries      [3],585,
dapr,* Blobs,,
dapr,* Maximum size         [4],38.5 MiB,****
dapr,,,
dapr,History structure,,
dapr,* Maximum history depth,4.03 k,
dapr,* Maximum tag depth      [5],1,
dapr,,,
dapr,Biggest checkouts,,
dapr,* Number of directories  [6],1.41 k,
dapr,* Maximum path depth     [7],13,*
dapr,* Maximum path length    [7],141 B,*
dapr,* Number of files        [6],6.82 k,
dapr,* Total size of files    [8],154 MiB,
dapr,* Number of symlinks,0,
dapr,* Number of submodules,0,
cactus,Name,Value,Level of concern
cactus,----------------------------,---------,------------------------------
cactus,Overall repository size,,
cactus,* Commits,,
cactus,* Count,4.17 k,
cactus,* Total size,2.45 MiB,
cactus,* Trees,,
cactus,* Count,56.0 k,
cactus,* Total size,18.6 MiB,
cactus,* Total tree entries,457 k,
cactus,* Blobs,,
cactus,* Count,45.6 k,
cactus,* Total size,1.62 GiB,
cactus,* Annotated tags,,
cactus,* Count,34,
cactus,* References,,
cactus,* Count,122,
cactus,* Branches,1,
cactus,* Tags,94,
cactus,* Remote-tracking refs,27,
cactus,,,
cactus,Biggest objects,,
cactus,* Commits,,
cactus,* Maximum size         [1],29.2 KiB,
cactus,* Maximum parents      [2],2,
cactus,* Trees,,
cactus,* Maximum entries      [3],78,
cactus,* Blobs,,
cactus,* Maximum size         [4],25.0 MiB,**
cactus,,,
cactus,History structure,,
cactus,* Maximum history depth,2.11 k,
cactus,* Maximum tag depth      [5],1,
cactus,,,
cactus,Biggest checkouts,,
cactus,* Number of directories  [6],2.62 k,*
cactus,* Maximum path depth     [7],21,**
cactus,* Maximum path length    [7],242 B,**
cactus,* Number of files        [6],7.01 k,
cactus,* Total size of files    [8],100 MiB,
cactus,* Number of symlinks     [9],7,
cactus,* Number of submodules,0,
grpc,Name,Value,Level of concern
grpc,----------------------------,---------,------------------------------
grpc,Overall repository size,,
grpc,* Commits,,
grpc,* Count,60.1 k,
grpc,* Total size,26.0 MiB,
grpc,* Trees,,
grpc,* Count,388 k,
grpc,* Total size,344 MiB,
grpc,* Total tree entries,8.75 M,
grpc,* Blobs,,
grpc,* Count,364 k,
grpc,* Total size,17.2 GiB,*
grpc,* Annotated tags,,
grpc,* Count,9,
grpc,* References,,
grpc,* Count,679,
grpc,* Branches,1,
grpc,* Tags,384,
grpc,* Remote-tracking refs,294,
grpc,,,
grpc,Biggest objects,,
grpc,* Commits,,
grpc,* Maximum size         [1],39.3 KiB,
grpc,* Maximum parents      [2],3,
grpc,* Trees,,
grpc,* Maximum entries      [3],2.33 k,**
grpc,* Blobs,,
grpc,* Maximum size         [4],76.2 MiB,*******
grpc,,,
grpc,History structure,,
grpc,* Maximum history depth,22.9 k,
grpc,* Maximum tag depth      [5],1,
grpc,,,
grpc,Biggest checkouts,,
grpc,* Number of directories  [6],2.67 k,*
grpc,* Maximum path depth     [7],14,*
grpc,* Maximum path length    [8],189 B,*
grpc,* Number of files        [9],12.5 k,
grpc,* Total size of files   [10],128 MiB,
grpc,* Number of symlinks    [11],12,
grpc,* Number of submodules  [12],17,
kiali,Name,Value,Level of concern
kiali,----------------------------,---------,------------------------------
kiali,Overall repository size,,
kiali,* Commits,,
kiali,* Count,8.55 k,
kiali,* Total size,5.65 MiB,
kiali,* Trees,,
kiali,* Count,44.4 k,
kiali,* Total size,26.8 MiB,
kiali,* Total tree entries,706 k,
kiali,* Blobs,,
kiali,* Count,46.4 k,
kiali,* Total size,768 MiB,
kiali,* Annotated tags,,
kiali,* Count,0,
kiali,* References,,
kiali,* Count,530,
kiali,* Branches,1,
kiali,* Tags,403,
kiali,* Remote-tracking refs,126,
kiali,,,
kiali,Biggest objects,,
kiali,* Commits,,
kiali,* Maximum size         [1],8.01 KiB,
kiali,* Maximum parents      [2],2,
kiali,* Trees,,
kiali,* Maximum entries      [3],242,
kiali,* Blobs,,
kiali,* Maximum size         [4],5.20 MiB,
kiali,,,
kiali,History structure,,
kiali,* Maximum history depth,4.00 k,
kiali,* Maximum tag depth,0,
kiali,,,
kiali,Biggest checkouts,,
kiali,* Number of directories  [5],2.10 k,*
kiali,* Maximum path depth     [5],14,*
kiali,* Maximum path length    [5],160 B,*
kiali,* Number of files        [5],8.93 k,
kiali,* Total size of files    [5],107 MiB,
kiali,* Number of symlinks     [6],3,
kiali,* Number of submodules,0,
runtime-spec,Name,Value,Level of concern
runtime-spec,----------------------------,---------,------------------------------
runtime-spec,Overall repository size,,
runtime-spec,* Commits,,
runtime-spec,* Count,1.63 k,
runtime-spec,* Total size,880 KiB,
runtime-spec,* Trees,,
runtime-spec,* Count,1.90 k,
runtime-spec,* Total size,1.36 MiB,
runtime-spec,* Total tree entries,36.4 k,
runtime-spec,* Blobs,,
runtime-spec,* Count,1.71 k,
runtime-spec,* Total size,22.7 MiB,
runtime-spec,* Annotated tags,,
runtime-spec,* Count,19,
runtime-spec,* References,,
runtime-spec,* Count,22,
runtime-spec,* Branches,1,
runtime-spec,* Tags,19,
runtime-spec,* Remote-tracking refs,2,
runtime-spec,,,
runtime-spec,Biggest objects,,
runtime-spec,* Commits,,
runtime-spec,* Maximum size         [1],4.98 KiB,
runtime-spec,* Maximum parents      [2],2,
runtime-spec,* Trees,,
runtime-spec,* Maximum entries      [3],32,
runtime-spec,* Blobs,,
runtime-spec,* Maximum size         [4],246 KiB,
runtime-spec,,,
runtime-spec,History structure,,
runtime-spec,* Maximum history depth,1.12 k,
runtime-spec,* Maximum tag depth      [5],1,
runtime-spec,,,
runtime-spec,Biggest checkouts,,
runtime-spec,* Number of directories  [3],17,
runtime-spec,* Maximum path depth     [3],5,
runtime-spec,* Maximum path length    [3],51 B,
runtime-spec,* Number of files        [3],66,
runtime-spec,* Total size of files    [6],393 KiB,
runtime-spec,* Number of symlinks,0,
runtime-spec,* Number of submodules,0,
OpenRefine,Name,Value,Level of concern
OpenRefine,----------------------------,---------,------------------------------
OpenRefine,Overall repository size,,
OpenRefine,* Commits,,
OpenRefine,* Count,9.71 k,
OpenRefine,* Total size,6.15 MiB,
OpenRefine,* Trees,,
OpenRefine,* Count,86.7 k,
OpenRefine,* Total size,28.8 MiB,
OpenRefine,* Total tree entries,750 k,
OpenRefine,* Blobs,,
OpenRefine,* Count,45.7 k,
OpenRefine,* Total size,879 MiB,
OpenRefine,* Annotated tags,,
OpenRefine,* Count,81,
OpenRefine,* References,,
OpenRefine,* Count,107,
OpenRefine,* Branches,1,
OpenRefine,* Tags,85,
OpenRefine,* Remote-tracking refs,21,
OpenRefine,,,
OpenRefine,Biggest objects,,
OpenRefine,* Commits,,
OpenRefine,* Maximum size         [1],16.0 KiB,
OpenRefine,* Maximum parents      [2],2,
OpenRefine,* Trees,,
OpenRefine,* Maximum entries      [3],519,
OpenRefine,* Blobs,,
OpenRefine,* Maximum size         [4],39.2 MiB,****
OpenRefine,,,
OpenRefine,History structure,,
OpenRefine,* Maximum history depth,7.15 k,
OpenRefine,* Maximum tag depth      [5],1,
OpenRefine,,,
OpenRefine,Biggest checkouts,,
OpenRefine,* Number of directories  [6],602,
OpenRefine,* Maximum path depth     [7],13,*
OpenRefine,* Maximum path length    [8],160 B,*
OpenRefine,* Number of files        [9],2.42 k,
OpenRefine,* Total size of files   [10],175 MiB,
OpenRefine,* Number of symlinks,0,
OpenRefine,* Number of submodules  [11],3,
docs,Name,Value,Level of concern
docs,----------------------------,---------,------------------------------
docs,Overall repository size,,
docs,* Commits,,
docs,* Count,1.86 k,
docs,* Total size,1008 KiB,
docs,* Trees,,
docs,* Count,4.16 k,
docs,* Total size,1.43 MiB,
docs,* Total tree entries,39.0 k,
docs,* Blobs,,
docs,* Count,2.12 k,
docs,* Total size,82.3 MiB,
docs,* Annotated tags,,
docs,* Count,1,
docs,* References,,
docs,* Count,34,
docs,* Branches,1,
docs,* Tags,3,
docs,* Remote-tracking refs,30,
docs,,,
docs,Biggest objects,,
docs,* Commits,,
docs,* Maximum size         [1],2.70 KiB,
docs,* Maximum parents      [2],2,
docs,* Trees,,
docs,* Maximum entries      [3],32,
docs,* Blobs,,
docs,* Maximum size         [4],10.4 MiB,*
docs,,,
docs,History structure,,
docs,* Maximum history depth,1.09 k,
docs,* Maximum tag depth      [5],1,
docs,,,
docs,Biggest checkouts,,
docs,* Number of directories  [6],35,
docs,* Maximum path depth     [7],6,
docs,* Maximum path length    [7],67 B,
docs,* Number of files        [7],195,
docs,* Total size of files    [8],22.3 MiB,
docs,* Number of symlinks,0,
docs,* Number of submodules,0,
sktime,Name,Value,Level of concern
sktime,----------------------------,---------,------------------------------
sktime,Overall repository size,,
sktime,* Commits,,
sktime,* Count,9.59 k,
sktime,* Total size,6.32 MiB,
sktime,* Trees,,
sktime,* Count,39.9 k,
sktime,* Total size,25.8 MiB,
sktime,* Total tree entries,688 k,
sktime,* Blobs,,
sktime,* Count,25.5 k,
sktime,* Total size,573 MiB,
sktime,* Annotated tags,,
sktime,* Count,3,
sktime,* References,,
sktime,* Count,450,
sktime,* Branches,1,
sktime,* Tags,88,
sktime,* Remote-tracking refs,361,
sktime,,,
sktime,Biggest objects,,
sktime,* Commits,,
sktime,* Maximum size         [1],61.3 KiB,*
sktime,* Maximum parents      [2],2,
sktime,* Trees,,
sktime,* Maximum entries      [3],53,
sktime,* Blobs,,
sktime,* Maximum size         [4],3.38 MiB,
sktime,,,
sktime,History structure,,
sktime,* Maximum history depth,4.44 k,
sktime,* Maximum tag depth      [5],1,
sktime,,,
sktime,Biggest checkouts,,
sktime,* Number of directories  [6],318,
sktime,* Maximum path depth     [7],10,*
sktime,* Maximum path length    [8],111 B,*
sktime,* Number of files        [6],1.64 k,
sktime,* Total size of files    [6],50.4 MiB,
sktime,* Number of symlinks     [9],27,
sktime,* Number of submodules,0,
backstage,Name,Value,Level of concern
backstage,----------------------------,---------,------------------------------
backstage,Overall repository size,,
backstage,* Commits,,
backstage,* Count,18.8 k,
backstage,* Total size,11.4 MiB,
backstage,* Trees,,
backstage,* Count,107 k,
backstage,* Total size,63.3 MiB,
backstage,* Total tree entries,1.71 M,
backstage,* Blobs,,
backstage,* Count,57.3 k,
backstage,* Total size,2.40 GiB,
backstage,* Annotated tags,,
backstage,* Count,0,
backstage,* References,,
backstage,* Count,3,
backstage,* Branches,1,
backstage,* Remote-tracking refs,2,
backstage,,,
backstage,Biggest objects,,
backstage,* Commits,,
backstage,* Maximum size         [1],14.7 KiB,
backstage,* Maximum parents      [2],2,
backstage,* Trees,,
backstage,* Maximum entries      [3],130,
backstage,* Blobs,,
backstage,* Maximum size         [4],11.9 MiB,*
backstage,,,
backstage,History structure,,
backstage,* Maximum history depth,7.92 k,
backstage,* Maximum tag depth,0,
backstage,,,
backstage,Biggest checkouts,,
backstage,* Number of directories  [5],1.29 k,
backstage,* Maximum path depth     [6],12,*
backstage,* Maximum path length    [7],204 B,**
backstage,* Number of files        [5],5.06 k,
backstage,* Total size of files    [8],112 MiB,
backstage,* Number of symlinks     [9],3,
backstage,* Number of submodules  [10],2,
gatsby,Name,Value,Level of concern
gatsby,----------------------------,---------,------------------------------
gatsby,Overall repository size,,
gatsby,* Commits,,
gatsby,* Count,26.0 k,
gatsby,* Total size,15.7 MiB,
gatsby,* Trees,,
gatsby,* Count,180 k,
gatsby,* Total size,204 MiB,
gatsby,* Total tree entries,4.72 M,
gatsby,* Blobs,,
gatsby,* Count,144 k,
gatsby,* Total size,6.11 GiB,
gatsby,* Annotated tags,,
gatsby,* Count,36.2 k,*
gatsby,* References,,
gatsby,* Count,36.7 k,*
gatsby,* Branches,1,
gatsby,* Tags,36.3 k,*
gatsby,* Remote-tracking refs,474,
gatsby,,,
gatsby,Biggest objects,,
gatsby,* Commits,,
gatsby,* Maximum size         [1],133 KiB,**
gatsby,* Maximum parents      [2],2,
gatsby,* Trees,,
gatsby,* Maximum entries      [3],326,
gatsby,* Blobs,,
gatsby,* Maximum size         [4],44.4 MiB,****
gatsby,,,
gatsby,History structure,,
gatsby,* Maximum history depth,20.6 k,
gatsby,* Maximum tag depth      [5],1,
gatsby,,,
gatsby,Biggest checkouts,,
gatsby,* Number of directories  [6],2.27 k,*
gatsby,* Maximum path depth     [6],15,*
gatsby,* Maximum path length    [6],216 B,**
gatsby,* Number of files        [7],7.29 k,
